Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
凌肯 美丽三代LK100T-2G,,Lingken,", street car,",,,single cylinder four stroke air-cooled  124cc,10.2,7.5/8500,,-,None,-,1880x740x1020,750,,9,,-,,-,,
凌肯 优钻二代LK125T-5A,,Lingken,pedal,,,single cylinder four stroke air-cooled  107cc,7.1,5.2/7000,,-,None,-,1820x700x1080,740,104,6,75,-,,-,,
凌肯 优逸二代LK125T-3G,,Lingken,pedal,,,single cylinder four stroke air-cooled  124cc,7.2,5.3/7500,,-,None,-,1845x660x1140,755,102,6,,-,,-,,
凌肯 优梦LK125T-5A,,Lingken,pedal,,,single cylinder four stroke air-cooled  124cc,7.21,5.3/7500,,continuously variable automatic transmission,none,-,1860,760,108,6,80,-,,-,,
凌肯 优乐LK125T-2G,,Lingken,pedal,,,single cylinder four stroke air-cooled  125cc,7.2,5.3/7500,,-,None,-,1830x690x1135,750,105,6,80,-,,-,,
凌肯 优酷LK100T-9,,Lingken,pedal,,,124cc,7.2,5.3/7500,,-,None,-,,760,105,7,,-,,-,,
凌肯 优客LK125T-2G,,Lingken,pedal,,,single cylinder four stroke water-cooled  102cc,6.66,4.9/8000,,continuously variable transmission,none,-,1730x700x1045,730,94,4.5,75,-,,-,,
凌肯 优冠LK100T-3H,,Lingken,pedal,,,single cylinder four stroke air-cooled  124cc,8.7,6.4/7500,,-,None,-,1840x650x1100,730,106,6.4,,-,,-,,
凌肯 伊思LK100T-2G,,Lingken,pedal,,,single cylinder four stroke air-cooled  110cc,8.2,6/7500,,-,None,-,1805x685x1095,730,100,6.4,,-,,-,,
凌肯 伊韵LK100T8A,,Lingken,pedal,,,single cylinder four stroke air-cooled  100cc,6.7,4.9/8000,,-,None,-,1820x700x1080,740,100,6,75,-,,-,,
凌肯 伊颖LK100T-8A,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.7,4.9/8000,,-,None,-,1840x685x1120,720,96,6,75,-,,-,,
凌肯 伊丽LK100T-3H,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.7,4.9/8000,,-,None,-,1865x690x1120,720,96,6,75,-,,-,,
凌肯 优悠LK100T-9,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.7,4.9/8000,,-,None,-,1830x660x1100,720,,6,75,-,,-,,
凌肯 优悠LK100T-9,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.66,4.9/8000,,infinite automatic transmission,none,-,1750,750,90,5,,-,,-,,
凌肯 优意LK100T-9,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.66,4.9/8000,,infinite automatic transmission,none,-,1750,750,90,5,,-,,-,,
凌肯 伊恋LK125T-2G,,Lingken,pedal,,,single cylinder four stroke air-cooled  102cc,6.66,4.9/8000,,infinite automatic transmission,none,-,1730,730,94,4.5,75,-,,-,,
凌肯 优钻三代 LK125T-5B,,Lingken,pedal,,,single cylinder four stroke air-cooled  125cc,7.2,5.3/7500,,-,None,-,1775x685x1110,750,108,6,85,-,,-,,
凌肯 优梦二代 LK125T-5C,,Lingken,pedal,,,single cylinder four stroke air-cooled  125cc,7,5.3/7500,,-,-,-,1845x660x1140,755,102,6,,2.5,,-,,
凌肯 优冠 LK100T-3J,,Lingken,pedal,,,single cylinder four stroke air-cooled  125cc,7,5.3/7500,,-,-,-,1830x690x1135,750,105,6,80,-,,-,,
凌肯 优炫LK110-11,,Lingken,pedal,,,single cylinder four stroke air-cooled  110cc,8,6/7500,,-,,-,1805x685x1095,730,100,6.4,,-,,-,,
凌肯 凌速LK110-9A,,Lingken,bending beam,,,single cylinder four stroke air-cooled  110cc,,,,-,None,-,1885x715x1110,760,105,4,80,5.2,,-,,
凌肯 快乐LK100-11G,,Lingken,pedal,,,single cylinder four stroke air-cooled  110cc,,,,-,None,-,1930x780x1110,780,98,3.8,75,-,,-,,
凌肯 天乐LK110-2E,,Lingken,bending beam,,,single cylinder four stroke air-cooled  97cc,6.53,4.8/7500,,international third gear,none,-,1860x670x1070,800,89,3.5,75,1.5,,-,,
凌肯 凌动LK110-9A,,Lingken,bending beam,,,single cylinder four stroke air-cooled  110cc,6.53,4.8/7500,,,none,-,1860x700x1040,770,95,4,75,-,,-,,
,,Lingken,bending beam,,,single cylinder four stroke air-cooled  106cc,6.5,4.8/7500,,-,None,-,1940x730x1075,765,96,4,,-,,-,,
