Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
斗风 S1-110,10980,Doufeng,Three Wheel,Domestic,Taizhou Doufeng Vehicle Industry Co.,single cylinder four stroke air-cooled  110cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,xx(mm),2010x760x1760,750,137,8,75,2.0,,-,,"Qingzhu Green, Xumeng Orchid, Light Sugar Rice, Sea Clear Grey"
斗风 F1-150,19980,Doufeng,Three Wheel,Domestic,Taizhou Doufeng Vehicle Industry Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2130x785x1340,775,180,12,105,-,,-,,
斗风 F1-300,29980,Doufeng,Three Wheel,Domestic,,single cylinder four stroke water-cooled  300cc,21.8,16/7250,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2080x760x1340,780,190,12,120,-,,-,,
斗风 S1-1500W,11800,Doufeng,Three Wheel,Domestic,Taizhou Doufeng Vehicle Industry Co.,,4.8,3.5/,,,-,-,1955x760x1780,750,123,,60,,,110,for,
斗风 S1-3000,13800,Doufeng,Three Wheel,Domestic,Taizhou Doufeng Vehicle Industry Co.,,,,,,-,xx(mm),1825x750x1230,750,105,,70,,,-,of,
斗风 D1-5000W,27800,Doufeng,Three Wheel,Domestic,Taizhou Doufeng Vehicle Industry Co.,,,,,,standard,-,2010x740x1350,785,156,,100,,,130,,
斗风 F2-150CC,Currently no quotation available,Doufeng,pedal,domestic,,4-stroke  150cc,,,,-,-,-,,,,0,,-,,-,,
斗风 F1-3000W,Currently no quotation available,Doufeng,Three Wheel,Domestic,,,,,,,standard,xx(mm),1980x760x1340,785,150,,70,,,99,,"Black, Silver, Blue, White, Red"
斗风 F2-3000W,Currently no quotation available,Doufeng,pedal,domestic,,,,,,,-,-,2010x760x1340,770,,,100,,,100,,
阿波罗 RFN战神,22222,Apollo,Off road,Domestic,Zhejiang Apollo Sports Technology Co.,,17.0,12.5/,,,-,-,1937x770x1080,860,74,,,,,140,,
阿波罗 RFN 儿童电竞车,3299,Apollo,MINI,Domestic,Zhejiang Apollo Sports Technology Co.,,0.5,0.35/,,,-,-,1195x600x600,500,10,,25,,,25,,
阿波罗 RXF50,3980,Apollo,Off road,Domestic,,single cylinder four stroke air-cooled  50cc,2.2,1.6/7000,,international 4-speed,-,-,1250x600x700,560,43,1.6,,-,,-,,"Red, Blue"
阿波罗 RXF110,4480,Apollo,Off road,Domestic,,single cylinder four stroke air-cooled  110cc,6.9,5.1/8000,,international 4-speed,-,-,1600x770x900,690,74,0,,-,,-,,"Red, Blue"
阿波罗 RXF125,5180,Apollo,Off road,Domestic,,single cylinder four stroke air-cooled  125cc,7.6,5.6/7500,,international 4-speed,-,-,1650x770x1000,820,75,5.3,,-,,-,,"Red, Blue"
阿波罗 RFN Commander E1000,9500,Apollo,,,,,,,,,-,-,1160x700x650,570,65,,24,,,-,,
阿波罗 Commander 200,12800,Apollo,,,,single cylinder four stroke oil cooled  200cc,9.9,7.3/5000,,CVT continuously variable transmission automatic transmission,-,-,1670x1020x1100,790,160,6,,-,,-,,red and black
绿源 D-极影03,4699,Green,pedal,domestic,,,,,,,-,-,1710x690x1095,,54,,25,,,80,,"Shadow Grey, Fiber White, Nano Black, Birch Grey, Cardamom Green"
绿源 极影,7599,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,-,1820x710x1100,,131,,52,,,150,,"Sky Grey, Thorn Red, Fiber White"
绿源 极影02,,,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,-,1840x710x1100,,108,,52,,,100,,"Rainy Grey, Thorn Red, Khaki Brown, Fiber White, Magic Blue"
绿源 S70,13999,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,xx(mm),1850x710x1190,,110,,52,,,160,,"Moonlight Lime, Moonlight Stone White, Ceramic Blue"
绿源 S30,7299,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,xx(mm),1800x710x1098,,104,,80,,,150,,"fiber white, sky gray, nano black"
绿源 S50,5499,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,-,1805x670x1095,,,,52,,,100,,"Ice White, Digital Blue, Phantom Grey"
绿源 S90,6599,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,-,1850x710x1190,745,,,65,,,120,,"Knight Black, Planet Grey"
绿绿源 S10,6099,Green,pedal,domestic,Zhejiang Lvyuan Electric Vehicle Co.,,,,,,-,-,1775x725x1070,720,98,,52,,,-,,"Magic Green, Fiber White"
绿源 INNO5,4899,Green,pedal,domestic,,,0.5,0.4/,,,-,-,1650x710x1060,,,,,,,80,,"Phantom Grey/Tropical Orange, Ice White/Concept Green, Dark Night Green/Sunlight Yellow"
绿源 INNO7,,,pedal,domestic,,,0.5,0.4/,,,-,-,1685x660x1080,,54,,25,,,100,,"Shadow Grey, Flowing Purple, Oat White, Fiber White"
绿源 INNO9,7099,Green,pedal,domestic,,,0.5,0.4/,,,-,-,1640x685x1073,715,54,,25,,,100,,"Shadow Grey, Oat White, Quantum Grey, National Porcelain Blue, Fiber White, Mint Green"
绿源 Moda2,5499,Green,pedal,domestic,,,,,,,-,-,1750x750x1060,725,,,,,,100,,
绿源 Liva6,3499,Green,pedal,domestic,,,0.5,0.4/,,,-,-,1575x1080x650,,55,,25,,,60,,"Colorful Dark Grey, Colorful White, Colorful Blue, Colorful Grey Blue"
绿源绿源 Cola3,3499,Green,pedal,domestic,,,0.4,0.3/,,,-,-,1440x690x1040,690,55,,25,,,50,,
雅典娜 女神150,11580,Athena,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,-,1800x690x1070,730,116,9,115,2.3,,350,,Little Yellow Duck Edition
雅典娜 战神150,12980,Athena,pedal,domestic,Nanjing Sanye Golden Eagle Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,-,1935x740x1100,745,128,9.5,80,2.3,,-,,"Snow Mountain White, Matte Grey, Space Silver"
王野 伊维莎,8380,Wang,pedal,domestic,Taizhou Wangye Locomotive Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1908x665x1132,790,102,4.8,95,1.75,,270,,"Bud Green, Swan White, Lemon Yellow, Klein Blue, Tiffany Blue, Ice Water Blue"
王野 吉鹿,4380,Wang,pedal,domestic,,single cylinder  50cc,,,,CVT continuously variable transmission automatic transmission,none,xx(mm),1690x670x1065,750,76,0,50,1.5,,-,,
王野 甲壳虫,4380,Wang,pedal,domestic,,single cylinder four stroke air-cooled  50cc,3.3,2.4/,,CVT continuously variable transmission automatic transmission,none,xx(mm),1700x680x1050,680,78,4,60,-,,-,,
王野 炫美110,6520,Wang,pedal,domestic,Taizhou Wangye Locomotive Co.,single cylinder four stroke air-cooled  110cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1750x680x1070,740,84,4.6,80,-,,-,for,"Orange, dark green, white, gray, blue"
王野 炫舞110,6580,Wang,pedal,domestic,Taizhou Wangye Locomotive Co.,single cylinder four stroke air-cooled  110cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1750x680x1070,740,84,4.6,80,1.8,,-,for,"Orange, dark green, white, gray, blue"
王野 小牛110,6680,Wang,pedal,domestic,Taizhou Wangye Locomotive Co.,single cylinder four stroke air-cooled  110cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1850x725x1110,775,94,5.4,,1.8,,-,for,"dark green, white, gray, blue"
王野 王道125,8280,Wang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.5,7/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1910x670x1130,770,,6.5,80,1.75,,-,,
王野 穿越Pass150,12580,Wang,pedal,domestic,Taizhou Wangye Locomotive Co.,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,-,1940x735x1170,760,131,7.8,95,2.5,,-,,"gray, cement gray, black, blue, shell white"
奔蛋 小奔蛋,5680,Bendan,MINI,Domestic,Taizhou Huangyan Taiben Locomotive Co.,,0.5,0.4/,,,-,-,1470x770x960,640,54.5,,25,,,80.,,
黑武士 CM550,25900,Black,Cruising Crown Prince,Domestic,Zhejiang Jianying Locomotive Co.,inline dual cylinder four stroke water-cooled  510cc,54.8,40.3/8500,,international 6-speed,standard,-,2293x810x1140,690,198,14,165,3.5,,-,for,
松散 American Bobber,233000,loose,Cruising Crown Prince,Domestic,,with 1800cc,,,,international 6-speed,standard,xx(mm),2300x850x1005,620,260,7.2,,-,,110,,
松散 American FatTire,318000,loose,Cruising Crown Prince,Domestic,,"V-type twin cylinder four stroke, 1800cc",,,,-,-,-,,,,0,,-,,-,,
松散 America Chopper,370000,loose,Cruising Crown Prince,Domestic,,with 1800cc,,,,-,-,-,,,,0,,-,,-,,
古思特 公爵 GST125T-12A,10800,Gusite,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.56,7.03/,,-,None,-,1870,,120,5.5,80,-,,-,,
古思特 爵士 GST125T-11A,10500,Gusite,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.56,7.03/,,-,None,-,1830,,106,7,,-,,-,,
古思特 时光机,6980,Gusite,pedal,domestic,Zhejiang Yongyuan Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/7500,,CVT continuously variable transmission automatic transmission,none,-,1820x730x1190,760,,5.2,95,2.2,,-,,"gray orange, black red, blue, blue gray, red and white"
古思特 大黄蜂 125,8980,Gusite,pedal,domestic,Zhejiang Yongyuan Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1735x685x1050,760,92,6.8,80,2.2,,-,,"Electric Green, Red, Cowboy Blue, Gold, Sand Yellow, Yellow, Mint Green"
古思特 缤戈,8880,Gusite,pedal,domestic,Zhejiang Yongyuan Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/,,CVT continuously variable transmission automatic transmission,none,xx(mm),1930x680x1165,810,100,6.5,80,2.6,,-,,
古思特 K-01,5690,Gusite,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.9,5.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1710x680x1090,,,4.8,80,2.1,,-,,
古思特 S-01,8590,Gusite,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.9,5.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1950x670x1190,,,11,80,2.2,,-,,
古思特 国色天香,7880,Gusite,pedal,domestic,Taizhou Zhilong Technology Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1860x720x1100,760,102,7.6,80,2.2,,-,,"Flame Red, Crystal Diamond White, Flowing Grey, Thunder Grey, Shenyin Black, White Peach Pink, Xiaoyao Blue"
古思特 麒麟远图,11680,Gusite,pedal,domestic,Taizhou Zhilong Technology Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8250,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1990x780x1160,760,125,13,90,2.5,,-,,"Xiaoyao Blue, Shenyin Black, Qianji Grey, Crystal Diamond White"
古思特 雪鹰-侠客行,6380,Gusite,pedal,domestic,Zhejiang Yongyuan Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,8.2,6/7500,,CVT continuously variable transmission automatic transmission,-,-,1810x660x1070,730,90,5,80,-,,-,,
古思特 海豚-乐游,11580,Gusite,pedal,domestic,Taizhou Zhilong Technology Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8250,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1965x735x1275,785,145.5,12,90,-,,-,,
古思特 猛禽-裂之行,7380,Gusite,pedal,domestic,Taizhou Zhilong Technology Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1995x675x1140,725,102,6.5,80,2.2,,-,,"Pearl Black, Haojue Light Blue, Metallic Silver Grey, Grass Green, Cuban Red, Cardy Orange"
古思特 火鹞制燥,6980,Gusite,pedal,domestic,Taizhou Zhilong Technology Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/7500,,CVT continuously variable transmission automatic transmission,-,-,1885x710x1140,770,104,6,80,2.2,,-,,
古思特 枭龙,11980,Gusite,pedal,domestic,,single cylinder four stroke water-cooled  150cc,14.7,10.8/8250,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1970x755x1240,780,137,13,100,2.2,,-,,"Pearl Black, Suzuki Red, Bit Orange, Pearl White"
古思特 GU-125RT,Currently no quotation available,Gusite,pedal,domestic,,single cylinder four stroke air-cooled  125cc,,,,CVT continuously variable transmission automatic transmission,-,-,,,,0,,-,,-,,
古思特 GU-150GT,Currently no quotation available,Gusite,pedal,domestic,,single cylinder four stroke water-cooled  150cc,,,,CVT continuously variable transmission automatic transmission,-,-,,,,0,,-,,-,,
古思特 GU-150ST,Currently no quotation available,Gusite,pedal,domestic,,single cylinder four stroke water-cooled  150cc,,,,CVT continuously variable transmission automatic transmission,-,-,,,,0,,-,,-,,"blue, black"
古思特 GU-250GT,Currently no quotation available,Gusite,pedal,domestic,,single cylinder four stroke water-cooled  250cc,,,,CVT continuously variable transmission automatic transmission,-,-,,,,0,,-,,-,,
新贵尊 KTX.NB300,,Xin,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,25.2,18.5/8500,,international 6-speed,-,-,2170x810x1300,950,120,8,,-,,-,,
新贵尊 战狼450,20800,New,Off road,Domestic,,single cylinder four stroke water-cooled  450cc,,,,international 6-speed,none,-,2165x802x1270,960,118,6.5,,-,,-,,
新贵尊 MT250,,Xin,Off road,Domestic,,single cylinder two-stroke air-cooled  250cc,27.2,20/8000,,international 6-speed,-,-,2180x900x1280,950,110,11,,-,,-,,
新贵尊 ZH250GY,16800,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8000,,international 6-speed,-,-,2150x850x1200,940,122,12,,-,,-,,
新贵尊 终结者 Z2,6080,New,Off road,Domestic,,single cylinder four stroke  223cc,16.3,12/7000,,international 5-speed,-,-,2040x805x1175,890,109,7,,-,,-,,
新贵尊 终结者 Z3,6280,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,16.3,12/7000,,international 5-speed,-,-,2040x805x1175,890,110,7,,-,,-,,
新贵尊 N911,6980,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,none,xx(mm),2030x830x1150,890,110,6.5,,-,,-,,
新贵尊 极盗者 SHR-1,7500,New,Off road,Domestic,,single cylinder four stroke air-cooled  230cc,16.3,12/7000,,international 5-speed,-,-,2165x805x1225,900,110,7,,-,,-,,
新贵尊 极盗者-1R,7500,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,16.3,12/7000,,international 5-speed,-,-,2165x805x1225,920,110,7,,-,,-,,
新贵尊 战狼 风冷版,7800,New,Off road,Domestic,,single cylinder four stroke air-cooled  230cc,16.3,12/7000,,international 5-speed,none,xx(mm),2165x805x1225,900,110,7,,-,,-,,
新贵尊 极盗者 SHR-3,8200,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,-,-,2165x805x1225,920,110,7,,-,,-,,
新贵尊 陆地飞行器 FLY-F,8280,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,none,xx(mm),2140x820x1240,900,110,9,,-,,-,,
新贵尊 战狼 250 风冷-F,8880,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,none,xx(mm),2165x805x1225,900,110,7,,-,,-,,
新贵尊 战狼 250 水冷版,8980,New,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,15.6,11.5/7000,,international 5-speed,none,xx(mm),2165x805x1225,900,120,7,,-,,-,,
新贵尊 极盗者 SHR-5,12600,New,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,25.2,18.5/8500,,international 6-speed,none,xx(mm),2165x805x1225,920,110,7,,-,,-,,
新贵尊 战狼 250 精英版,11600,New,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8000,,international 6-speed,none,xx(mm),2165x805x1225,915,114,7,,-,,-,,
新贵尊 极盗者 SHR-7,16900,New,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,none,xx(mm),2160x805x1250,930,116,7,,-,,-,,
新贵尊 战狼 250 场地版,18900,New,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,none,xx(mm),2165x802x1225,940,113,7,,-,,-,,
新贵尊 极盗者 450,21500,New,Off road,Domestic,,single cylinder four stroke water-cooled  450cc,40.8,30/8000,,international 6-speed,none,xx(mm),2160x805x1250,940,,7,,-,,-,,Black and Red
新贵尊 极盗者SHR-6,15800,New,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,,,,international 5-speed,-,-,2160x805x1250,930,116,7,,-,,-,,
路威兰盾 LD1800ZD,289000,Luweilan,Three Wheel,Domestic,Shandong Dalong Landun Locomotive Industry Co.,inline four cylinder four stroke water-cooled  1800cc,131.9,97/6000,,CVT continuously variable transmission automatic transmission,standard,xx(mm),3500x1500x1300,,595,40,,-,,-,,
卒玛 K1-110,3880,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder four stroke air-cooled  110cc,6.8,5/8000,,-,-,-,1430x630x850,620,49,3.5,,-,,-,Available,
卒玛 S3-110,3969,Zuoma,Off road,Domestic,,single cylinder four stroke air-cooled  110cc,6.8,5/8000,,-,-,-,1550x740x980,745,62,3.5,,-,,-,,"green, red, white, black"
卒玛 K3R-125,4580,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder four stroke air-cooled  125cc,8.2,6/7500,,cycle 4-speed,-,-,1670x725x1025,810,65,4.5,,-,,-,,"green, red, white, black"
卒玛 K3-125D,4880,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder four stroke air-cooled  125cc,8.2,6/7500,,cycle 4-speed,-,-,1670x725x1025,810,65,4.5,,-,,-,,"red, orange, black, white"
卒玛 S3-T50,4980,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder two-stroke air-cooled  50cc,14.3,10.5/11500,,-,-,-,1440x670x920,700,49,4.5,,-,,-,,
卒玛 K4-150,7999,Zuoma,Off road,Domestic,,single cylinder four stroke oil cooled  150cc,14.3,10.5/9500,,international 4-speed,-,-,2000x740x1130,880,75,6.5,,-,,-,,"white, red, blue, black"
卒玛 K7-CB223X,7999,Zuoma,Off road,Domestic,,single cylinder air-cooled  223cc,16.3,12/7000,,international 5-speed,-,-,217x80x1260,940,107,6.5,,-,,-,,"Red, Orange, White, Black"
卒玛 K3-190,8899,Zuoma,Off road,Domestic,,single cylinder four stroke oil cooled  190cc,16.3,12/9500,,international 5-speed,-,-,1670x725x1025,810,65,4.5,,-,,-,,"green, red, white, black"
卒玛 K5-CB250F,8999,Zuoma,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,-,-,1950x815x1170,900,105,6.5,,-,,-,,"white, red, orange, black"
卒玛 S2-T50R,9680,Zuoma,Off road,Domestic,,single cylinder two-stroke air-cooled  50cc,14.3,10.5/11500,,-,-,-,1320x670x830,610,,2.2,,-,,-,,
卒玛 S3-T50R,9680,Zuoma,Off road,Domestic,,single cylinder two-stroke  50cc,10.6,7.8/11500,,-,-,-,1500x670x930,730,,4.5,,-,,-,,
卒玛 K7-CB250F,9699,Zuoma,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,-,-,2160x820x1270,940,107,8.5,,-,,-,,"white, red, black, green"
卒玛 X7,9999,Zuoma,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,-,-,2120x800x1240,920,119,9,,-,,-,,"green, red, white, black"
卒玛 S6-CB250F,9999,Zuoma,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,19.0,14/8500,,international 5-speed,-,-,2040x810x1230,930,114,8,,-,,-,,"gray, red, white, black"
卒玛 K8,28999,Zuoma,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,34.0,25/9000,,international 6-speed,-,-,2180x830x1265,960,126,11,,-,,-,,"green, red, white, black"
卒卒玛 H7-NC298,15980,Zuoma,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,27.9,20.5/9000,,international 6-speed,-,-,217x80x1310,940,,6.5,,-,,-,,
卒玛 K8-NC298,16980,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder four stroke water-cooled  300cc,31.3,23/9000,,international 6-speed,-,-,217x80x1310,940,110,6.5,,-,,-,,"Red, Orange, White, Black"
卒玛 K8-MT250,19999,Zuoma,Off road,Domestic,,single cylinder two-stroke water-cooled  250cc,35.4,26/8000,,international 6-speed,-,-,2210x810x1260,940,118,0,,-,,-,,"Red, Orange, White, Black"
基本参数,,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,single cylinder four stroke water-cooled  450cc,40.8,30/8000,,international 6-speed,-,-,217x80x1310,940,117,10,,-,,-,,
卒玛 H7-NC450R,,Zuoma,Off road,Domestic,Wuyi Zuoma Industry and Trade Co.,four stroke water-cooled  450cc,47.6,35/9000,,international 6-speed,-,-,217x80x1310,940,,6.5,,-,,-,,
卒玛 ST7,Currently no quotation available,Zuoma,street car,domestic production,,dual cylinder four stroke water-cooled  335cc,25.2,18.5/8200,,-,None,-,,825,138,0,,-,,-,,
颢晨 战道(MINI),9780,Haochen,MINI,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,13.6,10/8500,,international 6-speed,none,xx(mm),2015x815x1110,780,129,9.5,98,2.3,,400,for,"black, white, red"
颢晨 战道,10780,Haochen,street car,domestic production,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,13.6,10/8500,,international 6-speed,none,xx(mm),2090x815x1140,820,135,9.5,99,2.3,,400,for,"black, white, red"
颢晨 轻风,7980,Haochen,Retro,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke air-cooled  110cc,6.4,4.7/7500,,cycle 4-speed,standard,-,1850x745x1050,770,100,19.2,80,1.85,,1000,for,"Brown, Red, Grey, Black, Diamond Blue"
颢晨 慢由(MINI),9980,Haochen,MINI,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,13.6,10/8500,,international 6-speed,none,xx(mm),2015x815x1110,780,132,16,98,2.3,,690,of,"black, white, red"
颢晨 慢由,10980,Haochen,Retro,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,13.6,10/8500,,international 6-speed,none,xx(mm),2090x815x1140,820,138,16,99,2.3,,690,of,"black, white, red"
颢晨 HS150T-A,14680,Haochen,pedal,domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2075x910x1020,580,123,4.8,,2.3,,-,of,
颢晨 HS150T-B,13980,Haochen,pedal,domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1930x755x1055,720,128,4.8,,-,,-,of,"Golden Diamond Blue, Elegant Light White, Elegant Gold, Golden Diamond Red, Golden Diamond Purple"
颢晨 致萌,7980,Haochen,MINI,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke air-cooled  110cc,6.4,4.7/7500,,cycle 4-speed,standard,-,1685x740x970,695,100,19,75,1.8,,1050,for,
颢晨 致炫,8980,Haochen,MINI,Domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke air-cooled  110cc,6.4,4.7/7500,,cycle 4-speed,standard,-,1665x790x1030,710,100,6.5,75,1.8,,350,for,"purple, black, red and white"
颢晨 穿越猫,7980,Haochen,bending beam,domestic,Chongqing Haochen Machinery Co.,single cylinder four stroke air-cooled  110cc,6.4,4.7/7500,,cycle 4-speed,standard,-,1910x760x1110,790,97,8.5,80,1.85,,460,of,"white, red, blue, black, silver, desert yellow, yellow, green"
颢晨 XO2,6800,Haochen,pedal,domestic,,,1.6,1.2/575,,,none,xx(mm),2000x800x1100,760,128,,52,,,90,,
颢晨 XO3,7500,Haochen,Three Wheel,Domestic,,,1.7,1.25/338,,,none,xx(mm),1970x950x1096,820,166,,28,,,90,,"Goose Yellow, Black, Silver, Blue, Red, Yellow, White"
雷克 青鸾450,18800,Reke,Retro,Domestic,Zhejiang Leike Machinery Industry Co.,inline dual cylinder four stroke water-cooled  450cc,36.7,27/8500,,international 6-speed,standard,xx(mm),2100x850x1050,750,190,18,129,3.53,,500,for,"blue, white, frosted black, pearl black, silver gray"
雷克 队长RX350,26980,Reke,Cruising Crown Prince,Domestic,Zhejiang Leike Machinery Industry Co.,V-type twin cylinder four stroke water-cooled  350cc,32.6,24/8500,,international 6-speed,standard,-,2270x845x1120,700,218,18,129,3.88,,460,for,"matte black, pearl black, red/black, white"
雷克 RX3,25580,Reke,Cruising Crown Prince,Domestic,,"V-type twin cylinder four stroke air-cooled, 250cc",17.7,13/8500,,international 5-speed,standard,xx(mm),2245x920x1320,720,228,18,120,2.97,,500,for,"matte black, pearl black, gemstone red"
雷克 RX7,47800,Reke,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  650cc,70.7,52/8750,,international 6-speed,standard,-,2275x845x1150,710,230,18,160,-,,400,for,
华鹰 500,26800,Huaying,sports car,domestic production,,inline dual cylinder four stroke water-cooled  500cc,36.7,27/8500,,-,standard,-,2100x730x1150,800,225,18,175,3.9,,460,,
华鹰 HY500-B,27800,Huaying,sports car,domestic production,,inline dual cylinder four stroke water-cooled  500cc,36.7,27/8500,,international 6-speed,standard,xx(mm),,790,225,18,185,3.9,,460,,"green black, matte black, blue"
华鹰 安吉拉,20800,Huaying,Cruising Crown Prince,Domestic,,with 250cc,,,,international 5-speed,standard,xx(mm),,,,0,,-,,-,,
义骑 小红帽,7380,Yiqi,MINI,Domestic,Shanghai Benling Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  50cc,3.3,2.4/8000,,reciprocating 4-speed,-,-,1265x565x820,650,,4.5,50,-,,280,for,"Black, burgundy, blue, red, yellow, white"
义骑 平头哥,8880,Yiqi,MINI,Domestic,Shanghai Benling Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  110cc,6.5,4.8/8000,,reciprocating 4-speed,-,-,1350x650x980,595,162.5,5,75,2,,200,for,
义骑 K8,11800,Yiqi,street car,domestic production,,single cylinder four stroke oil cooled  250cc,17.0,12.5/8000,,international 5-speed,none,xx(mm),1980x775x1070,780,130,14.5,130,2.71,,530,,"Battle Grey, Fantasy Blue, Peacock Blue, Heroic Red, Vitality Orange"
